r,c
http://example.org/Bbc773ab1ae34eb806e037014de874428,confirmed
http://example.org/Bebb87e4a0044dcdc2c55d936adeaf4fa,confirmed
http://example.org/B91a9efaaaa2b3c3316ed21b3f9455058,420008001
http://example.org/Be0ce31af702dca808aaf47a69e9a9cb9,active
http://example.org/B89d857b231980e8c63f897d71ad0e25b,9826008
http://example.org/B966f45f0a57c1e3061dda026c682daee,225517006
http://example.org/B12e161033980c4563eba8220d79c9949,77386006
http://example.org/B79bf97f6043dfa01621153def02ce876,271749004
http://example.org/B3f12c2ee6b9d17f1aae493eacef6789b,active
http://example.org/B74817640bc4930950482588fae30770e,active
http://example.org/B7e911f814c2bd9916802b19726586fbb,active
http://example.org/B75645e3ff34ea4846b9dac1a6b8eea3f,confirmed
http://example.org/B86810b90f3d12e49009dfb6e87d3742c,LOC
http://example.org/B84d02f232eba9bb6e186aaffb074381d,225517006
http://example.org/B70c1ae42da9441d5b36b5bcc32b73c1c,271749004
http://example.org/Bc84570da809ddf00bbfd7fa1a10b92cd,active
http://example.org/B2c679848e898e592999dee3005b01f3b,active
http://example.org/B644e3d4d921e6762eb2335b8a85a92be,271749004
http://example.org/Bbfbf16fa57e4d0cc15fd02bfc6399035,9826008
http://example.org/Bc1d8524df9a81d72a21f4cc1b5473ec3,LOC
http://example.org/B16bec8d950c1855d0d535aadcb88283e,420008001
http://example.org/B6101deb21526457b35704a5868a74157,confirmed
http://example.org/Ba17caea0c6d9eeb7a12874edfcca5f4f,confirmed
http://example.org/B897f29996e870f97f8668f13d1370c6b,77386006
http://example.org/Bbb2f235501d4cb1400f7b07684d309d6,active
http://example.org/B8dcb648d1e81157fb791800693da2fd6,confirmed
http://example.org/B6635e17ea782c9dcb9b6ae0184e57408,active
http://example.org/B0c183b69ef588b50151406cc428e967f,271749004
http://example.org/B8913221c98f6826719b741a0f156e446,225517006
http://example.org/B53900782a85c703c77d010950e21d0ed,420008001
http://example.org/B87b8ea0e5407bb13b98f96051d83931d,271749004
http://example.org/B5dc4bb76abce5a6e6ddc094cc39d53f3,confirmed
http://example.org/B56a768a1bdb121a8248bbcb31b156d9b,271749004
http://example.org/Bcca433ba9ac1a4253ffb75cd1eb9ef50,420008001
http://example.org/B5ec061b8e626cafc3a95ffe17ba06f8e,confirmed
http://example.org/B2bb200bcec0772628b73556802dfc8d2,9826008
http://example.org/B205f4bdfe4568a27019359af7a875784,confirmed
http://example.org/Bd0575faca95bca91b37e61e036212545,77386006
http://example.org/B21e23d2556a02f8fac53c666d919169e,confirmed
http://example.org/B995b356147ba05fc717e14588e05949c,active
http://example.org/B4331d9cab3a6e1985a9193c2ea5758da,active
http://example.org/B3bafb8622dad4c1261918eb868d57db7,9826008
http://example.org/B8edfebc86494af721026daab61b2c59e,420008001
http://example.org/B7d96b3ef4cfeba88134bd323a4e72bf1,9826008
http://example.org/Ba1adc92e6e5a8f43f0a86edb4650a099,confirmed
http://example.org/B1df147ae3755690ffc3c84b6bcfff6bc,confirmed
http://example.org/Bc413b00272dcbe4446ffd00ebe08b874,active
http://example.org/B5003df8c3b71f054492e90d455375f51,225517006
http://example.org/B6fa89f3f8b1f84f2f64b62462dbb3017,420008001
http://example.org/Bee7e663b340be62181cbe85a23bc4dab,active
http://example.org/Bf9ac168ad4e2c332977fcc3c5e4893de,active
http://example.org/Bb9f4d852a5b59400e01b2bb29dfffe6b,LOC
http://example.org/B9f9a386b4bee00fca753fe6bdefdf031,9826008
http://example.org/B5791a3dfe7284aed56525447bbda34c3,active
http://example.org/B0e974b4a8b0b5602d21967a4636c6965,225517006
http://example.org/B7c2a6bc4bdafcf750afc6bf425c91683,active
http://example.org/Be16afd1b9fc3dbfccb535a3a38902971,225517006
http://example.org/Becce92392a893b18a99f6bb0a629ef5d,LOC
http://example.org/B87e2de8ab5dbfc0de756627680d6bed7,9826008
http://example.org/Bdf8f5c6b624023560843b966741e6da7,active
http://example.org/B8f33e7cb7fc714fcf991dbfd0bf3c4c8,confirmed
http://example.org/Be6a3d679f5127c98fc7e944a115097be,225517006
http://example.org/B565743d0c15777ef1114ea18f73c5bd7,active
http://example.org/Ba2d7596f57a15c11a270cc5a5fa22c89,confirmed
http://example.org/B508f95dc2eb0a037c52b7590d31ce60b,active
http://example.org/B131535be07e70b9cba871651f96f5368,9826008
http://example.org/B4edcde9537680f8692257cd7ddeb5b1f,420008001
http://example.org/B68d26ba7f03350558ce850a0ab2528db,confirmed
http://example.org/Bd99b9e760ccba0366b658255fb98b305,confirmed
http://example.org/B68ac66cb78daf8673e6db15a01b0c264,LOC
http://example.org/B7f24c77616309dded591bf28b03b343d,9826008
http://example.org/B3461ed306a99dad8b6632cab40ad74f7,9826008
http://example.org/B9b473a59543cbbf39aecbd386fa4da14,420008001
http://example.org/B464946d193f0cca193312bbecd8c435d,420008001
http://example.org/B424ca5dd9e3ad03fa264d5c863eef8e7,9826008
http://example.org/B0f1d8ced4f0018f122c94edd96219eab,active
http://example.org/B0f3723fbd25bfe5dcf10cba17df99049,confirmed
http://example.org/B3599b83523180de905880961bd596af3,77386006
http://example.org/B8d82dac295928a42d759e51ee8047f9f,confirmed
http://example.org/Be689d020dd7c472fc680f1d6d0246d07,225517006
http://example.org/Bbde8203211e1a60446438e673448ad9d,active
http://example.org/B1f962accfd77ee316b46c7b919bc5fca,confirmed
http://example.org/B7d1a43d78966368fba9e11232179f6c1,active
http://example.org/B45f6292c5b512d5029601c18cde46f58,active
http://example.org/B1726e3d56df96425f9c50a023c4aae94,active
http://example.org/B025099681c7d42701b2b887ec90d5d1a,active
http://example.org/Bf25dd0c0aa5ee15d841021c51a92cb9f,confirmed
http://example.org/B2f5dc2b6906c8768e6ea94820404b013,confirmed
http://example.org/Ba14c82f02b9fae6b95c28ebbfcb24924,confirmed
http://example.org/B4948ce2c5c48ab908ddce6a5a2efdd55,active
http://example.org/Bea5b3ddb0ed1af70f10ffb226dc6bcde,420008001
http://example.org/B298a807dee6283ce3ccbfef8458f19e1,271749004
http://example.org/B5506c7c2f59233094270e1e627fa0202,LOC
http://example.org/B4f93fd5eb394ddc7f9b554fb35c01513,confirmed
http://example.org/Be0f3cf631623f497e197b19d081d8d78,420008001
http://example.org/B13fe17a99a94b034fd358ac1646b47ea,420008001
http://example.org/B0958f550cf44264fbb5eb1330e7b3155,225517006
http://example.org/Bed7a1ab2bc48a86b22181bd48c02e405,active
http://example.org/B471dde1b3815b0cbee2c6ba69f6a6b42,LOC
http://example.org/B87681065d1f79bcbc1fa71a4113c56f2,77386006
http://example.org/Bd68b40842c6adba9708a2cb9054c1c02,225517006
http://example.org/B6c7e524ae0e8b2b69fab009ea869a982,420008001
http://example.org/B9b99264cefdf0ffec64c65b456f14f55,active
http://example.org/Bda6134b83b485e37f8e492de0df4ccac,confirmed
http://example.org/B9399e95c6eac116287e9fde0edaad4da,confirmed
http://example.org/B9eb62ed826549d6596c5b87cbb64d1ae,420008001
http://example.org/B6f76a1552efffc6d4dd3476f415ce348,active
http://example.org/Befde2c401a656d21baf9e272826b6677,225517006
http://example.org/B10ee5da98a94533056f0ec344913d2fe,confirmed
http://example.org/Bb92396b39a04da8c9eb53b10a8c3d726,confirmed
http://example.org/Bcddb37883064d4e516c242a19e840b00,active
http://example.org/Be028a4a05ddf4f15ed1f283dd0948ea3,77386006
http://example.org/B5fea47f45cc8a77475dbbcb1265e491e,confirmed
http://example.org/Bdec3b3207fb5a9901905f4a0fc1da1db,77386006
http://example.org/Bb0b203c217f94c18fc49ed283a54d895,active
http://example.org/Be670ec5b41a4caf73dc77ab9a84cf082,77386006
http://example.org/Bb7a7b737f47ff5d9a6678f099b8762a9,LOC
http://example.org/B053d9d64bfd30b489aea977fcbff6cea,confirmed
http://example.org/B59f47abc40c73a997758cf08d1d4feb1,225517006
http://example.org/B13ff7ac40d408efac6b2a9ef1bd0466f,9826008
http://example.org/B50544e21604213380e76b807bafbeaf8,271749004
http://example.org/Bbe11908148018b6733bfd1ded0ce19a1,confirmed
http://example.org/B6a79a6de1cfb106acf1f8ca93ca7365b,LOC
http://example.org/B50482535ebfe6ba26c2ab92b28ed9ec5,active
http://example.org/B59142897df4490144c451faa42639709,active
http://example.org/B451c3f092974ef06a8c165318b90c8d7,active
http://example.org/B6d081aa153f88689e5ad290757290d7d,active
http://example.org/B0a35d58d528bef93b16cabd4a725576e,420008001
http://example.org/B7a1403415438cb518d1806618d8a6ce5,420008001
http://example.org/B4bba5db9f3b0b8ad57c45b04f8ca7cbb,77386006
http://example.org/B427443f780b99e96e21a7ffe347244aa,confirmed
http://example.org/Be000d36085cc614318951f67aba3c520,active
http://example.org/Bd79adda95620c69de7349ebf6139aba0,271749004
http://example.org/B73e3bb8916eeb0954192e7b0145d2ee1,confirmed
http://example.org/B920106d0577d4af03b0ec6714c57835b,confirmed
http://example.org/Ba80c2517dc449dd007ae2c91f4ffd2c9,confirmed
http://example.org/Bde0eeda69a8e9aac41ee14dca260cf11,confirmed
http://example.org/B31236b56f57d40149d4c4ae292bec3a6,confirmed
http://example.org/Bd1f5be3e2009c26ad5dfd179780b0b36,225517006
http://example.org/Bef8f64f49c0087892116de411a504b48,LOC
http://example.org/B1b8daddbaa5608654765d35cb47d53e8,225517006
http://example.org/B26277f7d36b6d66804ed74c1f261a1c0,active
http://example.org/Bb891890feebc69a479991ab5cbff1527,confirmed
http://example.org/Bd90ad5f1b992e859d8f44622ba4fa943,77386006
http://example.org/B09de4c47d89acd8c0237f10021a8b23e,confirmed
http://example.org/B5ad8c50fdf1411c7e37c4262f6d233be,confirmed
http://example.org/B6842a76e2dca3c70dc7184cd3dfee064,9826008
http://example.org/B114273a5902f9287090bdcf346bb2e39,active
http://example.org/B49836ce3c7db673dc91adfedbef164f7,active
http://example.org/B0757303022794bb86a26ca220a0e126e,LOC
http://example.org/B362b2d6c222d3986c6ddec0df2a17a0e,9826008
http://example.org/Bb66e412380cfe2290a7e5350cd6baf43,active
http://example.org/B0fdebc24c41431d9c3bba9e54213cc81,9826008
http://example.org/B74b331ea61a5ac4698ba305d5920cdfb,confirmed
http://example.org/B9489d043b8957382552410b9996e23b3,confirmed
http://example.org/B8884ae9b516d1bdffa9c5f8f2b058cf4,confirmed
http://example.org/B08555764fd0bb7c3f4b704f5c9a11ce5,420008001
http://example.org/Bb52ef2c32497ddce7f2d26407c51d830,LOC
http://example.org/Bd8f4c0f40c94cee33bf61e7ef8b76ebd,225517006
http://example.org/Bd30bec0dab6047274030dd6296fa091c,420008001
http://example.org/B0f233780f971db6f7619ca0d80b3e361,confirmed
http://example.org/B9efa0a98f3aa1b13a75d8313a463adbf,confirmed
http://example.org/B8e13ccc31500879355367755585ad616,confirmed
http://example.org/B2615b0040b59bb68c5a56fc8bc75a76a,420008001
http://example.org/B39f2e890838a0cc3c1841ef30c7ef47d,active
http://example.org/B0d923ffd5565d89819d2db11744081c3,77386006
http://example.org/B1efd7e2f99f92e5aaf5b766b2c630f43,225517006
http://example.org/Baed5083757163ffb1bbfd8fc4d4af7d2,active
http://example.org/B6eb392117b654b59c94dd7d0a87d55f7,77386006
http://example.org/B03103acb17f2853560872a2a9963701b,confirmed
http://example.org/Baba797ee54996d5a3ac86d3cf2669e69,confirmed
http://example.org/Ba30c0fd5ee43cfd5f49316736a1cb0c3,420008001
http://example.org/B774a1f10367bdc2b5e47101224a49288,active
http://example.org/B511a639265098735c30bedbc499a2e83,confirmed
http://example.org/Baac504b49554b84dc299dfb5b1c62aba,active
http://example.org/B7098cf31632e6ef6cf8826aa4780b8ff,420008001
http://example.org/B10580187bd9cb325230693d6acf1d40e,420008001
http://example.org/Bcc6d4091ed6501166368ba047e11916f,active
http://example.org/Bf6745f3efdb5031ec67dc925dc5d8b3b,225517006
http://example.org/B535971a29b1220caf7596096665b69fc,confirmed
http://example.org/Be522e5943927913220a4950570edddf7,77386006
http://example.org/Be7fb9787bf145a2c4e9f44c140292f95,420008001
http://example.org/B0adbe595871ed95b938852bc3232b2f4,active
http://example.org/B8e72aaede7777acf8f536d5219fc9960,confirmed
http://example.org/B01442ea08b3cd6d27084c7ecccb9e14f,LOC
http://example.org/Bf48b8e210fb1e96693ba0d8a941c6951,420008001
http://example.org/B7df3085df813cc76633515dedc4270ad,confirmed
http://example.org/Ba8599259cf9423e0ce9026e5210e82e5,420008001
http://example.org/B0d9efb90aaeb147147405c3d4e2c7e0f,confirmed
http://example.org/B8b9ee90124ee27c293aedf8853890da5,active
http://example.org/Be8d39133f70fa740ff5b91775a278e8c,confirmed
http://example.org/B53e90b2ba4f3802b92afbc79e6a85088,77386006
http://example.org/Bce8ad787e144d82633b245cd11764f02,active
http://example.org/Bbeeb4f8748becc5a707e8a8bb8a7d478,225517006
http://example.org/Bba6d1f80fffbc2cdc6386074dd4815a2,225517006
http://example.org/Bb8ac5693d5653316143ef63d3829f0bd,confirmed
http://example.org/B3d770ab11642f43f039dd89343f03b83,9826008
http://example.org/Bbee0ba89663caf91c20ef0a1e9c6c966,420008001
http://example.org/Ba360f3567a99d16255e02ac11f3c872c,225517006
http://example.org/B7e92f263cfaf04fc152fa54a947dc768,271749004
http://example.org/Bdc6ed6fda49ce278c4fcf8ce38a81951,271749004
http://example.org/B18c87c1a1f88a09c03f9cedbba565852,271749004
http://example.org/Bdc5a26aed717a041d60fe406f47b2155,confirmed
http://example.org/B220d662b5771cc780816f3b0ea3c6a74,active
http://example.org/B3c59779611df6ff2885f8842292c70c7,confirmed
http://example.org/B089423ee855b75812885f8c060cb1ede,confirmed
http://example.org/B9da74e5480b53078dbf59006827b74ed,active
http://example.org/B9e3a82d21e6b76fa64436cbe6d10394a,9826008
http://example.org/B60f3e7977193562629f0c668d22b6192,LOC
http://example.org/B41dc9b6fef24cf66c0a9ca904be84819,LOC
http://example.org/B622838e05e0b24f0eccc62eaaffb3930,active
http://example.org/B8fefa70b0b2b6676c17ee003e67dbcc9,confirmed
http://example.org/Bfe98602996b30e406727b04975276681,LOC
http://example.org/B6fe2b507699f7844281570ce1d0ed388,271749004
http://example.org/B4534d7c1e46ecc2737cb6b0529ec5847,active
http://example.org/B3d694c1d80cd52cc096da02514e1a28a,271749004
http://example.org/B3a52af1633b4a040426df6cc81299600,confirmed
http://example.org/B5f35c0a18dba60d5b2523e7b64623150,active
http://example.org/Babfd4aa0aa5cea52bcf13c87d69c23ab,LOC
http://example.org/B0684ba90dac66a11d73c1f81ddfbca77,confirmed
http://example.org/B4a3e5ea1142cf8437970e2452fbeb402,77386006
http://example.org/B79dbad4e6273fa5d07bfdd2b1c583e7a,77386006
http://example.org/B9ca24f003e4d2e5f3f43e904a8bd30c9,9826008
http://example.org/B991356595faac3fa6bb46596bc77a4d2,active
http://example.org/Bd6ef74a45c34b4adcb39183d4042817a,225517006
http://example.org/B1bb6a8a95a7e16cefecaa5536a3936c2,confirmed
http://example.org/B654daaab901bc23031dfffc7f8584d23,9826008
http://example.org/B175548ed4fb36e26059b16a8da44e303,active
http://example.org/B305fe96151b3526f8bbdb5e8ba8b4265,LOC
http://example.org/Bc533b3e94f0080c561a48318d882fcbb,271749004
http://example.org/B39f2cc311dec461848ce988533d7f634,420008001
http://example.org/B2d99a467deb97320d1f47ef297bc2c14,420008001
http://example.org/Bebd9c21a4e0828cb74a36992872b17a9,active
http://example.org/B353ac5da19dfedde07cadae52c258d11,active
http://example.org/Bcf2fe6947d44e9149ceed9ff7eac3415,225517006
http://example.org/B71db9af98bff1e69918c5aeee56ec9d6,9826008
http://example.org/B81898283a84a70226d5903f467279533,9826008
http://example.org/Bef488b6e02e2c8b75a1e2a2221a64d18,confirmed
http://example.org/B596864c0d9109c496be18f10c158021e,active
http://example.org/Bc0ddf09a211ec538fca16f5fcdcff2cc,active
http://example.org/B9de0a8b94879b5651d79eaeb2725d14c,active
http://example.org/Bdd7961ff285c76369171923d8b85aefb,active
http://example.org/B8ccc52c73e50fbc4400e25f5f98db2c9,9826008
http://example.org/B365aaf6c19fcc62a913d44ba6a9438cc,LOC
http://example.org/B598e5b166d275333392931837a081db3,225517006
http://example.org/Bd39999e9f404c2bc85a5409a55f3b61f,confirmed
http://example.org/Bfa918adb2f6bd3e53458691fd589c16a,420008001
http://example.org/Be8d6368a844c6497eab5dcffbe63f4c8,77386006
http://example.org/B7d9b20ac65c2973c4a467e49fd7e8693,confirmed
http://example.org/B744b370832b23a8bfae24749c21aecfc,420008001
http://example.org/Bf2156bae07052088f82712000851a89e,420008001
http://example.org/Bf7466b5cb5d9c0a4f6003f4f5b6a6636,confirmed
http://example.org/B5d69c7fcef639bfb228b2faa67cc1727,77386006
http://example.org/B3b581488f9dcedc978e0db3ee60dbba4,confirmed
http://example.org/Bf57d199d97490639ecf2893596954faa,420008001
http://example.org/B11caa071895831bdca1424d0800b2224,active
http://example.org/Ba8e22230d0c9bbf05d458e342c5458c7,active
http://example.org/B054bd00e91f8ccd55cffd4e7040723ec,active
http://example.org/B9d5c3337712204bb3c80e2304e652249,confirmed
http://example.org/B8fb59b39bb13870bf448953973c8250f,77386006
http://example.org/B113223bd27014ffa1f8d44a49584374a,active
http://example.org/B678b5cc2e1ecb17b02e18f18deb5f735,confirmed
http://example.org/B4a56c879c06297755c58d599ea11a343,confirmed
http://example.org/B74ea1ee49c888b4a3ef4ad77f3d597ae,9826008
http://example.org/Bf4f81dc19c4cb7906e82120e04fbbd7d,active
http://example.org/B6d8b06382193a76db90a8c3031282d30,77386006
http://example.org/B122eb8bc71a6712e81aff31ec0be4187,77386006
http://example.org/B7097c1f488ba9fa1b118d1814f650b92,active
http://example.org/B44909ffd8c652e78bf915af03b81f50d,active
http://example.org/B172ef9666333a1ae22d10edbd1ce3b84,LOC
http://example.org/B68408e0511119f8291d51b36f58a6c71,active
http://example.org/Bf9fb37bc3d87d16b4e74b107d2a2a9dc,420008001
http://example.org/B4dcde431f0eab2f60995a4ed5195da0c,confirmed
http://example.org/Bc6ffffcda758ccfffbe6293d8f5fca4d,9826008
http://example.org/Bace334845105d0027bc38f929f71152f,77386006
http://example.org/B776a7d117c2cfcb7fde239127d396b5b,confirmed
http://example.org/B987b3e36bd006df11ab01529e4866710,active
http://example.org/B05b91c175ef33ba48008da710e9a9be4,active
http://example.org/Be8e5dd92811e256dc1f9844d4f306c51,77386006
http://example.org/B90ddf73285623acebdb6bf6ade2da2d6,271749004
http://example.org/B48c5c81545c66881c21afe6df883cb96,active
http://example.org/B01f966093e4099bc1735af0e34a07836,confirmed
http://example.org/B5d83a5fd8475a12907edd6f79f7f55a6,confirmed
http://example.org/Be8d37a4c48db97627ac77265916dc949,active
http://example.org/B14e8f1ca7b768ca13350c7c371acd644,271749004
http://example.org/Be0f25ead312b47462b256ffd466efcd6,active
http://example.org/B6c49284b6ec9ccef3bd6298a2d74f7f0,271749004
http://example.org/B668bc90f88a36761a73d18b527b9830b,confirmed
http://example.org/B4ce072a36450840f0010477dbfd48afb,active
http://example.org/Bc0c92f1fcf4990e49f20b8004a34b22e,active
http://example.org/B8bd31eeabc43badd78c585cf89257de0,confirmed
http://example.org/B8cb504a9769b5477787844f8c2039710,9826008
http://example.org/B0ec1a7b2cbb0f9c837b142dd300b834e,confirmed
http://example.org/B3ed0a8ba3dc3a3ca747883dab1d8f910,confirmed
http://example.org/Bf142e0a12d85c4fbd061cba8eb3ec363,active
http://example.org/B0b2d9922a6dd549f46f5730b575edae4,77386006
http://example.org/B651a6988af60d49986d06d8bc8973072,confirmed
http://example.org/Bef6433665d16b6a962119aeb33dba1e8,271749004
http://example.org/B4ea0adb58c7c7a97533a8183ccf0f798,confirmed
http://example.org/Ba3b717abd20352aadde50e69a3e1f7b9,LOC
http://example.org/B4707d8d172cc2a204806a10e694cb107,77386006
http://example.org/B1ca6e960ce9f446c137e415b8f5fccf1,confirmed
http://example.org/B2ee575975a9da8695136d58ebe2d505d,9826008
http://example.org/Bf6d49de52a0bd2ba4b3ef02f4756a200,active
http://example.org/B298dc0ae0fbda5b3b66fab026c745fb5,77386006
http://example.org/Ba9d57bc4f63a56f58770c86718c31b46,active
http://example.org/B908419791e2f88e3691490b21b0e1c3a,active
http://example.org/B0fefb0991ef0816fdd79159e61453bc0,420008001
http://example.org/Bc7a99149c3856bdd944acacbe07fcd75,confirmed
http://example.org/Ba63d5c861980a9b9259e903cf696d118,225517006
http://example.org/B6c8190b64506c97035f4000a91ddcd0c,active
http://example.org/Be4a007f9c3ec2c10f52a471a027747ea,active
http://example.org/B32f203aa0cc9818446a160e8cd7831b0,9826008
http://example.org/Bdf563d59ea6b7e40712b247543256dd6,271749004
http://example.org/Bbd51d77030aca20bc00f1a258e715604,9826008
http://example.org/B700375fabf568101807fb683b15570f9,active
http://example.org/B0bbaecd5ca0b16bd0ceb985260425c1e,271749004
http://example.org/B87f9545f5d61d5688ca842e044c8d02c,confirmed
http://example.org/Bb28e28227f3f5b9c270e0edefe86bba6,420008001
http://example.org/B37c552f7590ec3bbd41e5d411bf8b645,active
http://example.org/Bdaaa3ba529d782039c2fb657dd4bdeaa,271749004
http://example.org/B91ce6247db2037c839ec5e3c18131192,LOC
http://example.org/Bda2a5654cca60960384584f63972a0cf,77386006
http://example.org/B4aa997eeb5612b3dd8f520edaece6a47,271749004
http://example.org/B25afa279ff1bd5d162e2fbf942ad428d,271749004
http://example.org/B6e107424fd310c343be8c3f3fb367488,active
http://example.org/B2cdaab41a0e0663f37dd5c1a70101cd2,confirmed
http://example.org/B2d8728388759c08368988d6ff486d706,225517006
http://example.org/Be15c23465ca12149fb5699f9e1108480,420008001
http://example.org/B424f9223f6cca562ce8243b8fc024bbd,420008001
http://example.org/B1a79dbde5e8f04b3e2f789631b59248e,confirmed
http://example.org/Ba80781762ce2850aa559321da50154fa,confirmed
http://example.org/Bd8521b0307c192f173861deac8e8a6f0,225517006
http://example.org/B5cc55a9a78b237e5ca27262fc7f442e4,77386006
http://example.org/Bf26d7ab87e6fec83e72a98eeb96c79c1,LOC
http://example.org/B540fd7c7b0f9c60bff80aa2cd8a89a76,271749004
http://example.org/B55fced4592f6d9f1aaa98f089cf42aee,confirmed
http://example.org/Bd2856f12ec1bc06f74a40623968caa35,77386006
http://example.org/Baee320461968500ec7ff4de772d411ab,9826008
http://example.org/B744ea9481e988667d2f3df7ce99f8c4f,LOC
http://example.org/Beba58ba6e16aeb9f4010f8fcae5a89f4,77386006
http://example.org/B68d209b9c61a0e2a0fb77ae5408bbb48,confirmed
http://example.org/B26e2315d417134aba34ce2096f300286,confirmed
http://example.org/Bf2be9765e76923a1699968c5a9ba250d,225517006
http://example.org/B713ba9a207b33b02be5beb0b42a7fa4b,420008001
http://example.org/B78ec84ff15edf19d093cc3357b75beab,271749004
http://example.org/B3f21d17cb2a368520a619a49e9d99509,9826008
http://example.org/B9eac0cd1d08b89f0c4b2238e51d29475,225517006
http://example.org/B50930a72dadaebc4bd4d7649c6493e19,active
http://example.org/B9915fbd137cfbaeebea5ee349ad2a434,9826008
http://example.org/Baaf21f39ed41ebe486f5fbbbb1872236,active
http://example.org/Bb663177e63522c5b3166a9cdda1921df,confirmed
http://example.org/B9f85eb5aec50df980f1b127f6c55df62,271749004
http://example.org/B1008d2a075d4a56af80dd161ee700ae0,confirmed
http://example.org/B300a753c8850fa8e982b4c1145eb1b7c,active
http://example.org/B5620b920cc3f2ebf885577ab7cdaae28,9826008
http://example.org/B07a1f844f2987850458c7fa71c67724d,271749004
http://example.org/B83d27213c42cfff7fa254c241c64c1cf,active
http://example.org/B82c996c099589c4d5f0f2cb61a2910eb,active
http://example.org/B7417317020fc6b8e57229ac96301c4d2,420008001
http://example.org/B9a0310c22b481caa858cade685923cd2,LOC
http://example.org/Bed8c25c6cd4b5e44f0301b17f145875f,225517006
http://example.org/B6297d7ab3b4047ad9350329fd5c5e989,420008001
http://example.org/B69516d1e2217a12957b897313cbb4552,active
http://example.org/B2c923ccc5256f5447332fb304168ed3b,420008001
http://example.org/B92546f6774fb15e4403a7279a88d785a,9826008
http://example.org/Bae8e8a8a33529f2254d0f8c470e5ce87,active
http://example.org/B804276432f4db2650fc601d20a8a8750,confirmed
http://example.org/B438d2305272df024f5873d6de9f3c4a7,271749004
http://example.org/B42b5e0f37d6f71c5e974f9c0124fd216,420008001
http://example.org/Bc5aadbf239af7d06f6a867574e53dace,9826008
http://example.org/B9d029767476f919f684ae5ae899fb868,420008001
http://example.org/Bcfdf27c8f6607116c9bede29d425d764,420008001
http://example.org/B9e0f228ad0d40332b32e7686796ca3b3,active
http://example.org/Bee85be4e2ad400610aefb3852ee5f11e,77386006
http://example.org/B4c957fb5c4906e9c44de573e46ef442d,confirmed
http://example.org/B7fdf3e7f36017ba0a5579ee4beb48c36,77386006
http://example.org/Bf5f9e1f3ae515a6509dcf0a609a7ca52,77386006
http://example.org/Bea6031fcf3ef00c8f1a46abab50d4d2b,confirmed
http://example.org/B29c73566a83d6ee212b5e8219457a495,9826008
http://example.org/Bf9c814c1a9ba1b2579cb0a850bcd2786,9826008
http://example.org/Ba12da8b2ee9b2265d6e807c9d96d8139,confirmed
http://example.org/B164d4ec0d2d78cd1ccfd12ef008f3f86,confirmed
http://example.org/B6c13d1817416e6786f7c0b2e6f659692,active
