r,c
http://example.org/Bb338fb6074d52b35b06d47d73f2ec9dc,active
http://example.org/B139de35fdbb3e36b7f7c5e9271842ed9,9826008
http://example.org/Bc1c4eadd37637d3f26a5124d95bdda4e,confirmed
http://example.org/B88cf5a60c8fd9b78ddaa9f70ee8e20d9,active
http://example.org/B5d61246d0fa0075053897f35622d34a5,active
http://example.org/B507bae4cee7bc045878dcc00c6cd61c4,9826008
http://example.org/Bb59e38de778e6434b4ca7888982d97cc,225517006
http://example.org/B79d7e715fcf3e58923122461538f1904,420008001
http://example.org/B0efe4200c1e59b0441711257fe7c4746,confirmed
http://example.org/B526f1cdf8ec5b6a059bb94de9fa10fbe,confirmed
http://example.org/Bc06c13350e2db318fbef09f94f390d52,420008001
http://example.org/B90760df3a4ca5529f0c9d432a5034672,active
http://example.org/B171d8d422c4a2d8d02f65ee188215f18,420008001
http://example.org/B33da8df0b904bbda0b6e9834056dd569,9826008
http://example.org/B405f93aadbf31b704197405c8901e436,active
http://example.org/B2a224093181395ba3081d60f669563f0,active
http://example.org/B85f1e7a9dceb0b3a817a32075eea70f4,420008001
http://example.org/B19fc11686aed7fa79a0eed9454f3720d,active
http://example.org/Bbbd03c892113458d40b5377591683894,confirmed
http://example.org/B7f1309dc80eb55661fcfddfd820c5e36,LOC
http://example.org/B1fc5ebb43bbf9482f6d95059d3d1854e,active
http://example.org/Bff73a4f22a30c69f72c612267fc60a3b,active
http://example.org/B259d97aeb0767415ce0b9daa0160c2c0,active
http://example.org/B28effd1d010a4dddbfe2f1c2c8599edb,271749004
http://example.org/Bb8c5bdd43d8cc9cba733da9d0f2f49e0,225517006
http://example.org/Be314afbcc4c5bf7bf1100409b74334b9,confirmed
http://example.org/Ba998063e3a635032cca3a3c91dc63660,271749004
http://example.org/B35d925c4d4d3e77cd747a6a613eb8939,LOC
http://example.org/Be0dc21cc7d44e6d713627bee0ac4ca77,420008001
http://example.org/B4fec0542350701ec7f7ab1b6190e91a4,9826008
http://example.org/B279920ef7b9dd877f3d3a0ba2f96058b,77386006
http://example.org/Bc36e0fd8fd6545eccd925dd616699340,225517006
http://example.org/B0c4b6af41c35e0a927fe72f282129bfd,9826008
http://example.org/B76b2ef4dc11a9a3be91083ea11cd0b84,active
http://example.org/B3ccc70cd776dee1b6166ba6962cbddd6,225517006
http://example.org/Bb1a4aa55fe9cd810999597c51077e786,420008001
http://example.org/Bb768fe57e7cc6dc4a7be77213fb09d5f,confirmed
http://example.org/Be435b869f139f9ba793a3e6b67785b93,9826008
http://example.org/B85fe0d03d8dbad10f22f3e1747d20d1c,LOC
http://example.org/B5539f6dfb53d0f37600f5f4eac879543,271749004
http://example.org/B61f326a86e065476ae81f711921fc95a,271749004
http://example.org/B95a58b6f1bf75aa3fb5b58a40d2cf443,confirmed
http://example.org/B809c6a1f3cd31bc6f66ad3e4f731dfdc,LOC
http://example.org/B3252abf1b66667d33cc03733ee6e58f4,confirmed
http://example.org/B2242512400c7fc2c6747730f7d2d927a,confirmed
http://example.org/Bd5d265e6da337d010fd2586e7f6cab81,271749004
http://example.org/B14db873407369b2fd78f1139436ab168,271749004
http://example.org/B246bd08d7ea39b312b43fef35f1bf79b,active
http://example.org/Bafc5a76ef8571d91f0acb457c3c6aa9a,9826008
http://example.org/B7a4e71df37b735c0d86b6e3822bd9a41,9826008
http://example.org/Bbb52892719778c0e6bf875b736dbdf17,9826008
http://example.org/B3e3895ab5d18108253f49f17d4805017,active
http://example.org/B33eaf9d17ccc9d463b8a7dd97b9a628c,271749004
http://example.org/Bc67676c315d20771adbb86de88f4e7c7,271749004
http://example.org/B1c52f6193275436dbb3e0fb0773ba725,confirmed
http://example.org/B961ef7496c906ede2d34bf7016387cda,confirmed
http://example.org/Bb1b72d6d555d5a3a5c80722e405100f4,9826008
http://example.org/Bcb6f3c80dc34160c4f58c8f76e9e7bc8,confirmed
http://example.org/B6206fbbe70bc760848893b41fff6e4be,77386006
http://example.org/B26814f359ac85d712745f069260c6183,active
http://example.org/Bd8c5e719f2f76afac56f22d80d6e8bdf,active
http://example.org/Bb0a985ad29b252318612a6e2bd5fd3f9,active
http://example.org/B513aef3b5f5085685f638ada77762934,77386006
http://example.org/Bbfe2d932f418ff46333e70d049e6c261,confirmed
http://example.org/B3d549b6d36b3c9858af148a59082306f,LOC
http://example.org/B6fbf8c8a2edce9aaa9639173beafab5d,225517006
http://example.org/B17429cdff3a93ec90ccdd62664c8e192,225517006
http://example.org/B87fa948dac14595d5ae2210c0eb3243e,225517006
http://example.org/B2f15642d52190a0e6f5ac3b4abbd4111,confirmed
http://example.org/B70bc654583ec37254ec20b0e717f1b81,active
http://example.org/B1d9fffcefa41afe5269fb740cedb9655,confirmed
http://example.org/B4b8657ea0dd5412991e7305d2d2fd86b,active
http://example.org/Bb81d7ce120d1e2ac3ad123818b51b45e,225517006
http://example.org/Be391aa9a0650cc4ca3f0a4de49bbeb4d,LOC
http://example.org/B26e8ddc5ce7baf863f613e66baef12f3,active
http://example.org/B2f94f8c063ebb8295ec3e27b70e04d5d,active
http://example.org/Bd7e2a5d87dcd89f8b69cf07ea0625293,77386006
http://example.org/B83cd499fb8031291820a70525c0dd2c4,confirmed
http://example.org/B1a7a38d0d6f03372ba76af15e29ab59b,confirmed
http://example.org/B1c3d33fb483f1fd8e81bd1f4b8801d1f,active
http://example.org/Bef381e70feb9bfd839eeed5db10212b1,LOC
http://example.org/B122c6f620656b76fa4f2287bb574ef7f,77386006
http://example.org/B32d49c3a13f224a2cd886c3dc569ca55,77386006
http://example.org/Ba91d623ae06aa543a4bca315a6213b82,confirmed
http://example.org/Bfce96e7e66e0c2a1b01ff7845b1d83aa,confirmed
http://example.org/Bd4bb4eb8ba482d3cd0e74f1d3331c0d8,active
http://example.org/Bfae0a835a257551f61ccb03d20e6c254,active
http://example.org/Be9f111632661721f66e2b54fd60c21df,active
http://example.org/Bfec17b8b38cffa7a48a723a978bc0e42,271749004
http://example.org/B012c1aaf74b71b224acf8ed3345715cb,225517006
http://example.org/B0bb432edcf1e6bdccbbe64d5126c6c7a,active
http://example.org/Bdf756bfe8f58797eb2825959b60a3d72,9826008
http://example.org/Bc038f5ed2560bb0647d6066758105115,225517006
http://example.org/B00457db67c02e373a7d81f67b65baa06,420008001
http://example.org/B50ee26b6b4bd366655a66bb4d1c5e0cb,confirmed
http://example.org/B913ed1244bc25b6174d7e1a84f515101,9826008
http://example.org/Bd0393da25ed7ba7c6837d6199e35e5c6,271749004
http://example.org/B9b33b5d0b244d7f85976c0e387e824f4,LOC
http://example.org/B21a0219188ddbfb71dc2303fbf53e024,active
http://example.org/Ba96512cae938e18a8206f503c6d46573,225517006
http://example.org/Bc8777bd707fb52679c193e24f5a756af,active
http://example.org/B88d2bafdbf805bf29e19d40e24b3ba3e,confirmed
http://example.org/B7e4542df03fa3e965bd33ad2f67a3ae7,271749004
http://example.org/B950907c059b655afb85e787fe6077ac8,225517006
http://example.org/B56c3e4ded4a992db9f8778572804b921,271749004
http://example.org/B3aa0edda945264c56f794d0303318495,confirmed
http://example.org/B0e36c3c90bc9f4a4ff06e85117033d92,active
http://example.org/Bd1506c24325ea60a2481a20ff9f0d2f4,LOC
http://example.org/B92be282848ebe92949e506533bb2d3ad,225517006
http://example.org/B1023ee5577289d12e5aba9fd176ba896,225517006
http://example.org/Ba926001c095f55e0e979ebc9d745fed6,confirmed
http://example.org/B2f71eff383b46c548793a31f4e3ed7a4,active
http://example.org/B6db8712cd90e008933f0383428c0e2bf,77386006
http://example.org/Bdfe77302a232734f8598e3ff9c54f2a5,confirmed
http://example.org/B7aaa5c6beff084cfdd3141a7c319cbf2,420008001
http://example.org/B7aff9fc06d2782130800516611ab73e4,225517006
http://example.org/B7ff3c89741f48150114c30e29b8922a4,9826008
http://example.org/B2c6d6242df7d986005e187b8cbac710a,confirmed
http://example.org/Bff6a728fa715f302b1fd5bf89aa47d10,confirmed
http://example.org/Beaffdc0a09d03e04d082c3118705a690,420008001
http://example.org/Bc515258a23644283d7f29fcde17471bd,active
http://example.org/Bd69227e825e872ebf6276ed46ace1a63,9826008
http://example.org/B2eba26ea42ddf4d4f4afd55d22d93937,active
http://example.org/B8c1f277a90c9079c2f18639a31e2260e,confirmed
http://example.org/B49cf85cdc29e0271efa6c78bb79379ad,LOC
http://example.org/Bc61fbb4e2805a5b62b811a288b247225,confirmed
http://example.org/B39799b9e0acf16991374445588ac09c2,confirmed
http://example.org/Ba36ecaf462294e97a53ccf0ee9a31bfc,9826008
http://example.org/Bdddea15d45fea0a3a3d8c1e0e928d3b8,271749004
http://example.org/B6db2ed16bd7323316d20e5359cdb359b,420008001
http://example.org/Bd562ae967f47d2115f900c78de340484,confirmed
http://example.org/B04260dd364b36fa4273cfc8f7a3f77fd,9826008
http://example.org/B4d1124faca7ed9e5d046ddfe378b3f92,271749004
http://example.org/Bd2a26e63947bbc9f156d13557dc12dc1,9826008
http://example.org/Bf3cc9bb474c42d1397b958e3935acbfd,confirmed
http://example.org/Ba109a7bd68eb1c8b94402e5ba3cca514,LOC
http://example.org/B990deed47ec99853b2b60283f951b055,420008001
http://example.org/B012c945c6b9ee44e49c8600a2cc17281,LOC
http://example.org/B21ea17833afab8d1e24ffa775a53770d,active
http://example.org/B616b651a9db849c5e189490c35552b3e,420008001
http://example.org/B3de11c206060999804ff9a20009adc29,77386006
http://example.org/B1210ad7509ace1a327ef7fb6f6c8257e,77386006
http://example.org/Bbade4e50ffab531777264b08037db802,confirmed
http://example.org/B477c77f4f532d8d1faab3ca60f788e91,active
http://example.org/B8accf8aad72ed45c6fb866065eb3ecc7,LOC
http://example.org/B53db9956fde19b8f4a227524132108a0,9826008
http://example.org/B16f5dfd4faa7e5c23878bc272ad0952a,271749004
http://example.org/B5f6091d5ccec2ffb65e7f841d7a92332,225517006
http://example.org/B5d3ef8460b8d4a9c9a66d2b35b742a8e,confirmed
http://example.org/Bd622241beaad72f2867338ceb899692d,420008001
http://example.org/B867dc8e92d2b92cd2c93d60e564dd52f,confirmed
http://example.org/B75911ee8082962e0c9664c5d96f143db,LOC
http://example.org/B3e6ea90bf5b3e22c43ead48d30ae0053,confirmed
http://example.org/B4469a96371ed7cafa1e814287f257cd8,active
http://example.org/B0b172b7f3d936f5c7bfe0bd17bade888,420008001
http://example.org/B271ca684347904db0dc1f73c23a528ed,confirmed
http://example.org/B9ecd80f6d4a35f4ff7307d8c69028727,active
http://example.org/B63d5715c0a569a8d044fa41ec90ac2c1,9826008
http://example.org/B22946e3b62b0a8093ccb87d513b7c752,LOC
http://example.org/B9fe51967a7c8c7ea1c1f9bf824b61e13,420008001
http://example.org/B6e3e83495837391c80b9d9c2f3e8c214,confirmed
http://example.org/Bb5c0fb7b79dcdbb5016244922a49de53,confirmed
http://example.org/Bf7031146340ece291ca809650bb88d8a,420008001
http://example.org/B8a2d4080cfb4afc46259f3eca6bfa856,active
http://example.org/Bfe5e3bab891e4877991de62d5140a76c,active
http://example.org/B188b802af3581ea0dfb94502db5e6d86,active
http://example.org/B47e7e5c972d1948fac143c06babd04c6,confirmed
http://example.org/Bba65e92d7c9a1b3e54ac36760bccd386,271749004
http://example.org/Bf3a0022e551c16440bf4751fc4d14efb,225517006
http://example.org/B3e755cf9bf650161a765dc569326abfd,active
http://example.org/B02065a630613566d1beba3c082299aa5,confirmed
http://example.org/B7d9182a892257c826c17683fb8caf95a,confirmed
http://example.org/Bcf7fb56ecd86f720d75b26f6299a5317,225517006
http://example.org/B23e3c84ab33b90dd57e3f2456d69e798,271749004
http://example.org/Bd6a536617df7bb1034804836e888b1ed,confirmed
http://example.org/Bfe401906820ed49f6003427debb0d2a5,271749004
http://example.org/Bf19e793f6c94b2c2afc620405c87079b,LOC
http://example.org/B8eeecc868d5b6aa6dcc208edb4ded0a7,active
http://example.org/Baf0215b4c8a7a85afa2de6e25c87d7d9,active
http://example.org/B2e27c1a456e6c5fa29cfd6cca3bf3329,confirmed
http://example.org/Bedcf543d033ba09ae8da1cf591beb30c,271749004
http://example.org/B3f823711892edee0ceb0818152dab824,420008001
http://example.org/Bb0214eed838cba09bc59f0279d412368,active
http://example.org/Bf1d10bd01d5104925ba52aad77fed7fe,420008001
http://example.org/B040f9da5213af6ef3f4ef7cab9d9567e,active
http://example.org/B3ff3ce85c1868de4aa3eda3c7775e10e,active
http://example.org/B0a6f356ce4af5d91a3d7eb798cf24a01,confirmed
http://example.org/B0554553294fa448243e604aee5c22df7,77386006
http://example.org/B916c4bac64897b03360ae7f21ab619b7,9826008
http://example.org/B33c3003c2f42b093bd7d18b59b3c88f6,225517006
http://example.org/Bcd9b54d05edd5194c5686fcad9e91291,271749004
http://example.org/B3d9052496ac45236ef5cb52e1272f10f,active
http://example.org/B88b205dcc3d7205647f212a8105d31fa,9826008
http://example.org/B1edba73d99df6e5fc8a7d552d0dc41bb,active
http://example.org/Bac39b5dc24916d1c60adfeddbb2ea954,confirmed
http://example.org/B7fcfc8993a41f3b09a8e8d8252473350,confirmed
http://example.org/Bc0c0ca5c679cb9c8d2ea0e22c4282bf0,77386006
http://example.org/B80e3bbaf8e63e672e647e0ab621fc152,225517006
http://example.org/Bff5d0494a1262245862b1d0bb972e3cd,77386006
http://example.org/B10a44ac570d7448cf632c0833de53919,LOC
http://example.org/B256933abcef7b4d7b59e5d54e10aed77,confirmed
http://example.org/B90d42ae973130348196ac741439acb90,420008001
http://example.org/B52058ad9050395c442ed880d995e173e,confirmed
http://example.org/Bad8df4d00566d742fd3c33ace2d8fdd3,active
http://example.org/Bccd67a36be4b1950b842b4e6b7232d0c,9826008
http://example.org/B683a5c31043596ee1bd1a70f17debd8e,active
http://example.org/B88ead3eb35c6d41d52a0bc3959e320d3,225517006
http://example.org/B64dbe844aeefb398a93022035f9dcf8d,LOC
http://example.org/Be15468522d3f22fe995209e23d8c5f5b,420008001
http://example.org/Bc1baa8e270c4cf53e7558311cedbf80a,271749004
http://example.org/B64fdcca416877a7c47405f932ecb56cf,confirmed
http://example.org/Bf25bd5a040b83fa6f56bf682327339b8,LOC
http://example.org/Ba0e5b1c05e4635dfd481be52c39f45af,420008001
http://example.org/Bb582202caa84814bf23eaeb91b734611,420008001
http://example.org/Bfe0d5c4db3104304b24fa478228b9bf8,420008001
http://example.org/B8cbb47e8417f5be11cc4e84c94ab786d,active
http://example.org/Be8c8629d304ba6d8980e3cbaaa0fc77a,confirmed
http://example.org/B8fe7526e0d300e56e80786c0a968e6cb,LOC
http://example.org/Be1d3828b8c3f6fe469c26a7e894a6a8b,9826008
http://example.org/Bd25f773d49386dde2541d0993ca1062d,9826008
http://example.org/Bc6fd4fbddf31e717c4dfb0fe3fcd7abe,confirmed
http://example.org/B872e1acd963afd67585762162964398f,271749004
http://example.org/B9efe1da4372150b1cc5d47d92ea5f43f,active
http://example.org/B061dcf0cf75f4636dc7167cdedffa9a5,9826008
http://example.org/B1ebcbcc0d759289256201fdec3f2b978,LOC
