r,c
http://example.org/B424e50468a6769acf918d940c81c592e,active
http://example.org/B0db0f4a96dbb483507683c9e39c46b68,LOC
http://example.org/B67dcef34f3d630f95dfd93eaf84499e1,9826008
http://example.org/Ba6f706b0aeada9e0153930c7e1e72a82,confirmed
http://example.org/B40990109a51d206b17ef6c772d4a552f,active
http://example.org/B95fa52efd41c30c40f1c368837468f39,confirmed
http://example.org/Ba01741d3224a74e669257d7275ad8c80,9826008
http://example.org/B9de8b45ceacc1b81c0cb1443aa3568e6,active
http://example.org/B2b30ca4d8b5910067f5104028f38affb,77386006
http://example.org/Ba14a510a7586293c9af8fe483918ca13,active
http://example.org/B786178d044f5329af5531dc1afd2340b,active
http://example.org/B73f507a6c3fa542b0ff4dc1a2abe02a3,LOC
http://example.org/B9c95727c3f34d29d59d34b37975cbbf4,active
http://example.org/B23a5c074af3c8bf66ad0efa18bfc389d,9826008
http://example.org/B8f9dce976e6e54ae12698e9ba1aa0950,420008001
http://example.org/Bda1e6ffa1b515820e9b38ad31027a117,active
http://example.org/Bb25bcbd55195f5bd61c519249899ae79,active
http://example.org/Ba186f3acb14f894683238c66587a72e8,active
http://example.org/Bb634003aa15e392e4e442283bb081be6,confirmed
http://example.org/B247c0e576341bce41af603ecf3e31bcf,LOC
http://example.org/B4722a9365761006371666b6c3bd623a3,active
http://example.org/B737f6bc971e2ef68058cbbb01b1963fc,LOC
http://example.org/B3e0ebf3cfba3a90ed2e76f15a433d87c,LOC
http://example.org/Bf412144041274d4332cc8acee810d3d8,LOC
http://example.org/B3e0a5a5aba794ffe88530b8f0c127ed3,9826008
http://example.org/B95fdbc9f4e24ec1044f97d9cfcbbe87a,271749004
http://example.org/Bd3f7265a07b446922b9830c7e57ae5e2,confirmed
http://example.org/B34bd38292e97b7fec53393352f2a3ee5,active
http://example.org/Ba4b4d50fe8f8fde1423ac8dbfa0b8aeb,225517006
http://example.org/Be0a490c4a04f57ddaccefd3d94b2546f,confirmed
http://example.org/Bcf47fe8ed77f6ca92e6af2c5095fcdcc,9826008
http://example.org/B6926a4506e5eb85f12182f748edff7bd,confirmed
http://example.org/B2ad276d9e45d64860e7e77ad3e45ab97,active
http://example.org/Bb11867cafa59d212961c7c6db40195ad,active
http://example.org/B43196b33d86a937d77b5a1db78366f96,active
http://example.org/Bc831b74e6e0f51775bd7a6fe853789a2,active
http://example.org/Bd83850ff27c75ae0a356ab3f16e94e27,confirmed
http://example.org/B339c1dd40688ebdb8593e7b9ee12079e,active
http://example.org/B41db7e55ca33a1fc8a5d739fdef916d4,9826008
http://example.org/B18aea1565080467ba459cb3fcdd8c452,active
http://example.org/Bfd9c459da33b0b13511ed2f35fcbb7f8,271749004
http://example.org/Ba57d56ac2fc30246c2f328bcb8f9c92d,active
http://example.org/Be9d9184fc14a4987d2ccca79907b9daa,9826008
http://example.org/B25aaa20a684a6d258ae25395bfa7dc92,confirmed
http://example.org/B68b483f86f1549bf5c57a5826618d18f,LOC
http://example.org/B15e93cfc1d57aa12c454099b8841ae09,LOC
http://example.org/Baaa9fe5c12c65d34330194aba9538e79,LOC
http://example.org/B5d513ae2779cfc2ff1b7f698dfef0e65,9826008
http://example.org/B802155fb7720e0c5324e35f2fce1ab84,active
http://example.org/Bc0197250e200e14a396392e4bddd04d4,active
http://example.org/B2c1ca5d165196fc17d9b989775860cf7,9826008
http://example.org/B4a20ab7e9282914683fdb69cac9baafd,LOC
http://example.org/Bd2f0364e08d95c8fa5a646b94d6b668f,active
http://example.org/B7cb0cada530e4342c652bd1c58ffa803,active
http://example.org/B81899eadbe6f5a1940594dcc76d0ee1c,active
http://example.org/Be8988cc4a8f6d4311598f539725c3bde,active
http://example.org/B1bbe3d56c70e15ae9ed94f42356e2d4e,271749004
http://example.org/B4fa94ed4aacd0be44847d667f2e1221b,active
http://example.org/Bac0bfc411d2d59af2585c6d020f75f12,9826008
http://example.org/B6072e995bd646d1797b8290270ae48c8,225517006
http://example.org/B7a1116e94206f371ed0c1075b1e5a993,active
http://example.org/B83de50e39b5c43d1d2f67d5a3305b4e5,225517006
http://example.org/Ba20bbe6244cd2056c3deb08908da7fe1,LOC
http://example.org/B896966129d1949332f0e7c07195b8ded,active
http://example.org/Bf246966752b0a743954e00c7bdf5e74e,confirmed
http://example.org/B15767972afa4bb4708e6bba56152494a,420008001
http://example.org/Bf5fcb556f536849aa67cca8ab2d07fa3,225517006
http://example.org/Bfe80b6a4c2bed0f6753e87384a258067,77386006
http://example.org/Bdbfe081b982c6d8cea060fe830eb4f06,271749004
http://example.org/Bf92cf7359613f447d35903e1028b8567,225517006
http://example.org/B19069ec879eb0cac9270a8adf874422e,active
http://example.org/Beb0bbdf6948f5972170ef68fa79f8028,420008001
http://example.org/B49e223c90c48ca7f581d95c3f081c08c,active
http://example.org/B5f998c74b6e0c192d9cbd172511f0b9a,active
http://example.org/Ba7c46c30fa1e1335962de65bcebadb76,420008001
http://example.org/B42d06b5d6a1e4330941bf1815c7a99c2,confirmed
http://example.org/B984a93e7e7bb88760d437bf53e097562,225517006
http://example.org/Be9faf07872e621f39a3c84ce16cacffb,active
http://example.org/B24fe2c22cdb835884dec02592ebf85d6,9826008
http://example.org/B34afe6842a88caae289aaabf01a089db,77386006
http://example.org/B767be103b845fe4b724211f24736dde5,active
http://example.org/B73f42af292d7b01fce36777900ec0527,confirmed
http://example.org/B7f5eae495d5d213a3249a3da6eb7cef1,confirmed
http://example.org/Ba8563ac1b674bd5e53e5dbd32a920c19,LOC
http://example.org/B4e3f5e15f55953539061028f3e4f11fa,LOC
http://example.org/B4a7822b26ac3788e8d4353c5fe7dddf8,active
http://example.org/B09828032517999ee2efd2ceff60d1aae,confirmed
http://example.org/Bc0b3e961f7972a3e41e7304325c5bd18,confirmed
http://example.org/Becb93f4675742104bff7596146d14899,confirmed
http://example.org/B66a6df8b2fb9f5c778f6845b2d873f81,271749004
http://example.org/B1586d88f3c151912f69b3a3749d18bad,active
http://example.org/B7e3e3daff7efe92a77c1207e423404e8,confirmed
http://example.org/Bc0e5302f3787c9788c98a51617c9dabf,271749004
http://example.org/B78d6b1b13ae35d2816f681edf82a01c8,420008001
http://example.org/Bae945ccc88488d253b6283e8642791ce,active
http://example.org/Bb9a5c4795f49a04cb6921322510d99c0,confirmed
http://example.org/B84f2b5a505ffe9eb334e213e877e6fc5,9826008
http://example.org/B45524b42c64f218c43b8cf5768e06b74,9826008
http://example.org/B8cfd37fcd5aa87030abf937c258bcd99,225517006
http://example.org/B1ff8b37cae7ab93e9278f669f089f731,77386006
http://example.org/Bb1e7d83b5aad65311d5cd701b857b2ce,225517006
http://example.org/Bcac5fea51dac0b1ea0609fcf4a344afa,confirmed
http://example.org/Bee15c92263fec6cfeac940fa6d4edcd6,271749004
http://example.org/B5b4ee24039641ddc04d47e9e5e8503f9,active
http://example.org/B65f95062fc17efd26d166f0a87a78ebf,confirmed
http://example.org/Bd23d8b817d1d298d64db857b23613b67,active
http://example.org/B35820c272d38965e40eb75bb7eac870e,confirmed
http://example.org/B65b18d939bac62a21e73e808263ea000,active
http://example.org/Bd2bc5bed16c73f89e84c8229fbb03317,420008001
http://example.org/Bdcec18e349e058dfd5dacc431e1620ba,confirmed
http://example.org/B48b29e892915ca536318361efb1d4981,confirmed
http://example.org/B06c456f3c4bea64b7e6e46e0ac2ede52,confirmed
http://example.org/B868ee11baa5f287c1d02eb0cc53ff6ba,LOC
http://example.org/B9ad8f6815e0867566aa2b7e6f79ca081,420008001
http://example.org/B7aa8768ee75df5750962d9355445f4eb,active
http://example.org/Bd7c78e0bf45a4e8591d53d497ac0ae39,active
http://example.org/B96d326d929ccf1a387109f7d6b375e4d,active
http://example.org/B80f6e163bc8a56b77dcb90ceaa9f3318,271749004
http://example.org/B09cf19943d9ede82bf27bd960d2da722,confirmed
http://example.org/Bb141870c0bc12bae440561b3154556e5,confirmed
http://example.org/Bbee393b33caf2febb6cf4ce236763f5c,77386006
http://example.org/B92642dc266224c17d0c68e8fbc6d85c0,225517006
http://example.org/B4e3ed86461f6f263dbe1bcbba804fa5c,active
http://example.org/B0c2618035444ec8d6ee5444332288f9f,9826008
http://example.org/B340e8f325efe1956476e11571a088144,225517006
http://example.org/B0d5111d637fab325ac584be70c8d1b9c,271749004
http://example.org/B7ce20ef76bfadda3f0c0017bee8ea0d9,active
http://example.org/Bd432f9c5ae9b4f8549587c8a2ee48ad5,9826008
http://example.org/B50f9eee4689e3066fc8ea716232fdaa6,420008001
http://example.org/Bd71216955a3b46c2b31476665b6b8088,225517006
http://example.org/B4e2f701eb04cf94c6379a1e21362b013,active
http://example.org/B3e5cbb0592d74ad67d1735ed0830d2ee,225517006
http://example.org/Bdff9fba886b86fc6453872ec08b4727d,9826008
http://example.org/B73bda14bb509e63fc63196f77e1466e6,confirmed
http://example.org/B6708e5caacba7d429bc89a861c9dd64a,confirmed
http://example.org/B2af3790a6cec6e60dd05aa8cd9524791,active
http://example.org/Bcfaceb4d92fd487beea427a16bddbdac,225517006
http://example.org/B3fd09c3785135f5a8d63ddd29fab622a,225517006
http://example.org/B26535a24074949a3ec6ee2105280f424,active
http://example.org/Ba069fa44f1320f94b86ad473a86ce165,420008001
http://example.org/B39fbfd3d65300ff15cccd36779c4699b,9826008
http://example.org/Bb3f2838331b966f72122c3216cbc16f2,271749004
http://example.org/B2e85aa1dfed449750eee8a1d8ad104a7,225517006
http://example.org/B71e7a86a1e243bbd73b6a96e5b037f55,confirmed
http://example.org/B7a2f344768b7bd89b27af4fe0bd49f57,confirmed
http://example.org/B19702b12020428b1494861ab911211ad,LOC
http://example.org/Bdfcd7f7680c77f65d25d4f45ad2a577f,271749004
http://example.org/Bce44050aba8fe45a137706db8e7d8831,confirmed
http://example.org/B1da66e5715da4b32ca342dffa72eb654,confirmed
http://example.org/B35930c75e290b21d4ab793de40e16690,271749004
http://example.org/B4c79243b916952cbb827344a36567433,confirmed
http://example.org/Ba775eee1b8ca42d57f5ccb7a465f759b,confirmed
http://example.org/B44640026f5b812b120ea1f6bf7b2fb2c,77386006
http://example.org/Ba4c7c65602c5779ddd7ce37d2f14bc6c,LOC
http://example.org/B7eaf6167b6bc1a4aea13bcc0d5d2ce9b,confirmed
http://example.org/Ba8fe2622ae2f4a2ecad1b1883b67bfe6,confirmed
http://example.org/B55b1dd28192f161de0292f7cd6161ff3,225517006
http://example.org/B89961917c55151dd7967489b996ab787,confirmed
http://example.org/Ba141810951956a0b591d5ba158ee4e8c,active
http://example.org/Bd53686d08204fcc438cd32ee63416d60,LOC
http://example.org/B81c9e85bc84514cdde6b13ef2fde3775,active
http://example.org/B69ea063fc2fadef8a467c255566bc0a5,420008001
http://example.org/B64cf2aa0edddf673fd17808d54dd9596,LOC
http://example.org/Bf6e6a9658c1f096338e9249116e3d342,active
http://example.org/B918656680909c1e3fbbd542c9d676130,confirmed
http://example.org/Bf4429200ae63df3ffd677911bb07a435,confirmed
http://example.org/B1e25471e52582d99230b943213d7c753,active
http://example.org/B29e9b8e8911e55f27b67c34f11575801,active
http://example.org/B7f9c2865c94ae8a582a37575b2421b5e,confirmed
http://example.org/B55d18b833ccd14cb164d4d9dd9ae4756,active
http://example.org/B879b2a246b026967490261c32a1f63c2,confirmed
http://example.org/B18978d69e543791001ffac993c3ea973,active
http://example.org/Bf176a59e8bc494adbb8e85916d694c37,9826008
http://example.org/Bc3245d620a19222299a4fea78166296d,confirmed
http://example.org/Bd31baf1bb58ea4e07b223e2258867983,confirmed
http://example.org/Bd230fab2af9a4183d424173b540c2d48,225517006
http://example.org/Bcfe88c1a3235505ef8e312127e7d808b,active
http://example.org/B6364495203505d47adf5c68c507bf20f,active
http://example.org/B70cbee181c6b30d4dd819e01e751db26,LOC
http://example.org/B437c790d94786b55a7779a471cf03ce4,420008001
http://example.org/B5e385e3a3c2c08bf21796e191311807d,active
http://example.org/Bf4e1325c4dcb5c2c3eac3945a45cc278,9826008
http://example.org/B87fdc3bede9b56f7f469614242a030a0,confirmed
http://example.org/B5b64b12739161b57172d32cabfa1e29d,271749004
http://example.org/B6b2f9ffb011d225d3ff8f1cf8b471973,9826008
http://example.org/Bb44ac7bb8931e9e442ce02208c81f2f5,confirmed
http://example.org/Bf5b3645a8a044dfc488601d9e69f32d9,225517006
http://example.org/B24c91fc416479b6d972ba1020fe6dcc9,LOC
http://example.org/Bb064d6a2bc3840b07f95e2adba834ad4,9826008
http://example.org/B472d20809f73e661bc866edd780a1c27,active
http://example.org/Bc76e3b10237e1f1b0cc80c35916f6044,420008001
http://example.org/B61cea5a9236e103fb510f1edaf9f76f7,225517006
http://example.org/Bca645d555b99bae286347b5175b724d1,9826008
http://example.org/B682b43beb2257a27450c34f5b41e6c79,active
http://example.org/B008ef17dad78899f240ddb7311c8c443,confirmed
http://example.org/B1c1212ff28e71dbb42a335762f53e0ee,9826008
http://example.org/B5c2ba0acc7305d794707fda30e65903a,active
http://example.org/B5b81c26896725eb87a1795d2c4cff06a,271749004
http://example.org/B25ebe718fb6dab9b783640c8f3794174,420008001
http://example.org/B45e269553a8d38ce0ea22b249bb40d6b,confirmed
http://example.org/Bd7608fc874e53927df57d344d675da22,confirmed
http://example.org/Bd6b6d563eb87d8048254ccd9b6a4fe15,225517006
http://example.org/Bbd2380e16eb2dfad61a91d225aabbfe7,active
http://example.org/Bfe781f3881aa259ffeef599fea90abae,confirmed
http://example.org/B6bdeccc79d0f8a31cd5448849348f617,271749004
http://example.org/Beac74daa9664906321bc49815528585f,225517006
http://example.org/B380f5de955d94ac7a9226dfae86daee8,LOC
http://example.org/B0f8172d5a769c72553a3c093a0b40e63,271749004
http://example.org/Bb8383c104bb1bc2ba2154a0118d9c191,active
http://example.org/B9432e341bd9dc04605256a7918ef99c8,9826008
http://example.org/B57ef91ec17a329199fa3a13715d8d6d6,77386006
http://example.org/B257645e97085a58cb070e0075c69d66c,420008001
http://example.org/B26650c97b308b68e8e706d949c8dc7e1,active
http://example.org/B0e85f2b818d79973a4fa789e11321900,225517006
http://example.org/B4450e9972dafa6629c38469f0c8046ef,225517006
http://example.org/B4eb7d7f926d3959f540464797edc7e1b,active
http://example.org/B2b78000f888d15870921e9dfb2a0c24d,77386006
http://example.org/Ba80c6ad7d935e3a2737d93485dae60f1,active
http://example.org/Bcbec111aaa9e3f8002a122b0130d2edb,confirmed
http://example.org/B14a9dd3f6060938f7afbaf7c494550e9,active
http://example.org/B00d7a978115f3b14bbb7aac8d57d4835,active
http://example.org/B7c95acff880b930d34ffcdb682d15a54,confirmed
http://example.org/B146a8c2771fa0cd86f047c4545f523c9,420008001
http://example.org/B14fc48b84d950d5db7142f1b72d13358,LOC
http://example.org/B3fbf0d86777b784ccea89bae20de7ea1,420008001
http://example.org/Bdb4e07fdef9dbe4de1989cf7c4586180,271749004
http://example.org/B00d2c9c53eb6819a5df91fa0a89ef013,271749004
http://example.org/B83840cf92f8622012e6cc9a732bd8d3f,LOC
http://example.org/B996648642f8904f93ca73b174a69bcfa,active
http://example.org/B994ff1efd3e8dcaa291fba97f3220972,confirmed
http://example.org/B9982a326334c18d7055ed192794966c7,225517006
http://example.org/B57a6d550ff4da5a1b64620fa3ed1dd9a,active
http://example.org/Bfb02c804f3ac91a7e3b749eed1cf69d1,LOC
http://example.org/Bb322ae48aed225efcfabacf8072527cf,LOC
http://example.org/B104a798c95c7ec25eba2abe4deec9df8,active
http://example.org/B5371497005b9d43580c963e1651035f0,9826008
http://example.org/B579a47b3eaddfa1699a77c9bae81678b,LOC
http://example.org/Bb00b85a2a7d4e549a62bfe4eb45081dd,225517006
http://example.org/B585cfd9fb68e5ab7c612698750c47875,271749004
http://example.org/Bfcc8ad82385e6672aa6c4f9afad9491e,77386006
http://example.org/B2bd7c4458844b9ff40a5170fc8e9b7c1,active
http://example.org/B0e7469dc6f01df6b1ff20347c680f334,9826008
http://example.org/B6089a6dcf402497da68bdc537f84c4c1,77386006
http://example.org/B2a140f28759d64ffdd192c8786341333,confirmed
http://example.org/B8fb8e3d66d302812b7e1b09d51cb9601,LOC
http://example.org/B56eb654485e33d39a0fad3ec3c98c82c,271749004
http://example.org/Bb20f8387280887a40d3d4d30d27ed41d,active
http://example.org/B115e60f229ebe3eb953a0202279d7949,confirmed
http://example.org/B6b9ba0318a217651b4d3f77e8d85ac39,active
http://example.org/Be362b76aeaed6fec0c07aef885884053,confirmed
http://example.org/B8468b93e211d7a77b1439712e19c1571,active
http://example.org/Bf60203f4726d2fdd056acb32578e32a0,active
http://example.org/B83720fd77c24b8d6f22dbce230d39c69,confirmed
http://example.org/B580fde1aa0a1212474ee2841a0a6c5f6,active
http://example.org/Bf356bb35bd3f6c445a9326400995a639,9826008
http://example.org/B9fe979cae03c4194bb69b56010736eb7,active
http://example.org/Bef82293b4482d9b4b972dd8ea24260aa,420008001
http://example.org/Ba200b6f1a1317a5bbbad1432ae79e7e5,confirmed
http://example.org/Be1e1b6f6f0224d0ede62c41318266ad3,420008001
http://example.org/Bccaac685b3362a441b5c0eec124a2ae3,271749004
http://example.org/B28d4c639e9844e20900124c36f014834,active
http://example.org/B00531839c7db453c61269839a38933c4,LOC
http://example.org/B7e1209eefad98c25d5d55835115bb021,77386006
http://example.org/B48b8f22139ebeaf4e8ee0db93e04d37a,225517006
http://example.org/B151e4b15913defc3a8a7a653854dad18,LOC
http://example.org/Ba3f30b05d933735bba74ad511626397d,confirmed
http://example.org/B0152392a66c7fca8407299fbb4cf23c5,271749004
http://example.org/B1acc3f690853c2038da4d015d25ca219,active
http://example.org/Be7731b16b13edba5e226cc869be42717,271749004
http://example.org/Bcb7bc4d790c1e320ff8127ac51231923,active
http://example.org/B837358603611cdcd18215ad0ae882086,active
http://example.org/B3a8fcf0c5370d26df6292ba3af41cbac,9826008
http://example.org/B54414c16078f7e3884c903fdc097fea9,271749004
http://example.org/B183a6c2085214e3a766cecb50b598f57,confirmed
http://example.org/B2fab3e35f360732ed1fd776552cdd85c,LOC
http://example.org/B393f23ce6dbebe6643a979d341f1095b,confirmed
http://example.org/B6385bd1c3568de32d673e0bf603c002b,420008001
http://example.org/B7a69e1313a3efb4a521aa18a8209844a,confirmed
http://example.org/B4b542382810789cce34aa6de5aeaec3a,active
http://example.org/Ba36a570302d47251a0e78aea6b85335f,LOC
http://example.org/B96d88452f28fda8ac5fb65ab90152051,confirmed
http://example.org/Be71164e0332c7ed4788bbaf27a399c9e,225517006
http://example.org/B82e9ec7ed7a6b3af60de6dfd8651b023,420008001
http://example.org/B605bbbed9ec8ffe5b196f58874bd66fe,active
http://example.org/B1f0c3a5aac5e64260a6a7bd8e70e2937,420008001
http://example.org/B69289933b1661930a5d5ac13dee38d51,confirmed
http://example.org/B2839380f2686a48c5e96273813e8912a,271749004
http://example.org/Bf7e6e2be4b700073167b5c9d73857d72,271749004
http://example.org/B8786cb8ee58eeb5918d64271a937dbf7,225517006
http://example.org/Ba434ecfcaf5f306ed48664d6259f8404,active
http://example.org/Bd2ccd5b5c806a8dacfd51742ce5d8e77,confirmed
http://example.org/B41e3ad9cf8e30d07480604cbdd96034b,9826008
http://example.org/B10fd11e136f0fe20d862e79441953dbe,420008001
http://example.org/B0b8331c681900f000952058d8869927b,active
http://example.org/Bba9e851a947cb97c41773709759b14e6,225517006
http://example.org/Bfb5f42b7259d86dd52f5a53a8fb45e50,225517006
http://example.org/Bf3402e8a024367bd0e609024d0db0ae9,LOC
http://example.org/B98e1cb031fbd2a7fcb7f10f8d227ca99,active
http://example.org/Be146c7db52c7b52530c6ceacaebfc871,active
http://example.org/Bbfaded806197408577ddbf5b0c54b218,9826008
http://example.org/B7aa3b5818eb6ab79112f660197763080,420008001
http://example.org/B27de71d9b5ceeb696a8946aa57be6d00,LOC
http://example.org/Be7a18c9258db506cc175ce27f90097f0,225517006
http://example.org/Bb2a1b4e24e2f109d4bc15842b7d075e4,confirmed
http://example.org/B9cd125f5e688a75db0c10de33f210def,77386006
http://example.org/Bb51b6bcb2606ce4eb2b8761d0ab7426b,active
http://example.org/Ba6a77bace935cd0965019f87bf9b65d0,77386006
http://example.org/B200a3a63d3d8559a6a3096f111450351,420008001
http://example.org/B0b477253a1f78ff03d7962d838c5b13a,active
http://example.org/Bc15600a96fe3282dc84ff549f556b4fd,active
http://example.org/Be11829d2338fc391af53fa4321ccbe51,77386006
http://example.org/B67743c7580de67a6351921801a2041ba,271749004
http://example.org/Bebaa3e5661564748fd8548fcf724db8a,77386006
http://example.org/B80a7ac38f71db7d70b2c46f1580f45ed,active
http://example.org/Bc20c91156558fe35b43ca75f36737351,active
http://example.org/B770660d90976ad596f032c194d0f0c47,confirmed
http://example.org/B658a4aba95e2f45fcd49cd00f50318c7,271749004
http://example.org/B5f47e1157601d629edbd10ce965b18a8,confirmed
http://example.org/Bfefbaad61620ee0e55c537365a577913,271749004
http://example.org/B3dc5b8c5da58b9ff7e6fdd89bb9a336d,9826008
http://example.org/B7e61746601eb0cd73f792ede3edf22cb,active
http://example.org/B8269223c23b77fbcc833c60fd0550c09,active
http://example.org/Bb43dc4dc201cf33af05b6ee6e80b901d,confirmed
http://example.org/B13f047fd1f241f0280e3c2710953cbe7,active
http://example.org/B3a892c6c9be0d6ecd5ab25d6cd4b7d31,active
http://example.org/Be1f61ddb1b7db8d97e9494a24aac9af8,9826008
http://example.org/Be82c8fb0b23d810c5c9566cb6c457174,420008001
http://example.org/Bd035077602801e651212c91c89cee6ac,confirmed
http://example.org/B2582ca7f59b4889319612af7061229d9,225517006
http://example.org/B6493a8109166354d6cc9ff9a7d294360,225517006
http://example.org/B4752f537a211ad64fd9b15a19d99cf18,active
http://example.org/B8a1ffe57fe9a47660b2d9011a244eda4,active
http://example.org/Bc3f5498c01bd2aabd6b481c70068a9d1,9826008
http://example.org/B4544920416eafa7bad05845cd89cc74e,271749004
http://example.org/B3c3577b1dd33f8edd75b599a54718781,LOC
http://example.org/Bb006c84f927248029c8cf68270dfa19f,confirmed
http://example.org/B359b9c2a002bd188c5858183bb67dc44,77386006
http://example.org/B3424d6df9fbf45ba0334bb623309c72f,225517006
http://example.org/Bbd5ae28a80a780adad6d9b0192d551e7,active
http://example.org/B511f90a44aa583f9ed14a89715e520cf,225517006
http://example.org/B1af12f3f9170c110a7129a5d67e3ddf2,420008001
http://example.org/Bd15f12c6c70b54e25b8d7fa6803a31a3,active
http://example.org/Be40750ece62d759f11b711e2cdd5135c,420008001
http://example.org/B2f666515db6465b889c4b91398826b39,active
http://example.org/B743b16f9c61d1890ae21353ce4fd7de4,active
http://example.org/B07b513764c1bb1f897e4ef58112c5cc1,confirmed
http://example.org/B95c97f6a7163cb26d26a8bd9ab18fc14,active
http://example.org/B708109cfb64e0a937d128b4a624efb70,confirmed
http://example.org/B13872c0a46d326af3d8b99a8e5b57aa6,active
http://example.org/B6349ac18aa1fed5f31b60626f966ea01,420008001
http://example.org/Bf068237fcbb8dd1a94a07906b5c47fbb,271749004
http://example.org/B606b5c1f93fd2252edadabecf9718d75,confirmed
http://example.org/B5fda3f72d5aba8d96919b71c1d9e42cf,LOC
http://example.org/B720b1813afd68564bc785828734b244f,LOC
http://example.org/Bf56db885542c2c463fa4a9215561397f,active
http://example.org/Be5288f1f1b1a2765c113eaec23b50596,active
http://example.org/B4911222d22a1be65c42025467b8c42aa,active
http://example.org/B6907e4d2966d132c17c9cd658919556e,77386006
http://example.org/Bec5f54e7400eac1bc91e7ccf38a30158,confirmed
http://example.org/Baa8aaa9a4147d6880789add6b60fb95d,active
http://example.org/Bed3ab2c83dd489b494e7db5f6c7f323e,77386006
http://example.org/B1e5e2a297966ae9b1dcfa22f6e5f2899,active
http://example.org/B1c7639495e6e44276721538cca5d8875,confirmed
http://example.org/B39ab4dc35750ea05d67fa307ec0f2e5a,active
http://example.org/Be252854ab219338b4a1fceeba4dadb3e,225517006
http://example.org/B214cfcf46a6bd3741a0375ebed572f06,active
http://example.org/B2ffcb33b8e8d14075094738988ccf389,active
http://example.org/B35070d1094d69f69ae7b7230f7d933ce,confirmed
http://example.org/Be02c1f4a9d047dd2a87af6a903d52ba1,confirmed
http://example.org/Badc94dd92cac8da61e2b59c78cabcbef,confirmed
http://example.org/Bf38bd7d449df2257c261dd76c5e8bb76,active
http://example.org/B92768aadfe3c46ab519a0b07a89dbd15,225517006
http://example.org/B3d4f18e7836e848ba35baa81fab74bfb,confirmed
http://example.org/B65768c5ebc5d15279fcdf045162c8d10,LOC
http://example.org/B34d59b12465930f5fb1de0e6f70a3ef5,confirmed
http://example.org/B8e487e79e758e39e3141f72c1ed6bfc2,LOC
http://example.org/Bd56f6a9107a555df08b0da7100a6c48d,9826008
http://example.org/Bef3151b87f1b259b7154bb88e5e6c0d4,77386006
http://example.org/B27ad74c0ca28623b40ffa38bf43d5fd6,271749004
http://example.org/B1664252bceae18998e69fb6eeebdce4f,271749004
http://example.org/B4af3250910ce69ba14aab99adfe8afb1,9826008
http://example.org/B013d6d5a562377c864089b0771eeab5f,confirmed
http://example.org/B4aff777c9c289cbcefb7c818ecbe60da,confirmed
http://example.org/B63cc983fb35353442660fba0d7930393,confirmed
http://example.org/B1de7f45a4362896d52528960afcde1b2,active
http://example.org/B6eb146a479508799aecc94a45f908ee4,active
http://example.org/B823d90d7261f7daa2feeb4c180dccbe3,active
